,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Sortino,Alpha,Sd,Beta,Sharpe,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr
604,Quant Large And Mid Cap Fund,1000,5000,0.56,₹652Cr,10,Sanjeev Sharma,3.12,6.57,17.72,0.88,1.51,6,Quant Mutual Fund,5,Equity,Large & Mid Cap Funds,6.9,33.0,14.2
605,Quant Liquid Plan – Direct Growth,1000,5000,0.29,"₹1,561Cr",10,Sanjeev Sharma,8.6,1.58,0.27,0.47,3.52,2,Quant Mutual Fund,5,Debt,Liquid Mutual Funds,5.6,4.9,5.9
606,Quant Mid Cap Fund,1000,5000,0.63,"₹1,550Cr",10,Sanjeev Sharma,3.58,11.21,18.73,0.86,1.95,6,Quant Mutual Fund,5,Equity,Mid Cap Mutual Funds,8.8,45.1,19.8
607,Quant Multi Asset Fund,1000,5000,0.56,₹634Cr,10,Vasav Sahgal,3.23,19.52,18.63,0.75,1.79,6,Quant Mutual Fund,5,Hybrid,Multi Asset Allocation Mutual Funds,10.6,42.6,20.5
608,Quant Small Cap Fund,1000,5000,0.64,"₹3,301Cr",10,Sanjeev Sharma,3.71,19.16,24.75,0.99,2.11,6,Quant Mutual Fund,5,Equity,Small Cap Mutual Funds,5.4,71.4,23.2
609,Quant Tax Plan- Direct Growth,500,500,0.57,"₹2,779Cr",10,Vasav Sahgal,3.5,17.63,19.74,0.96,2.03,6,Quant Mutual Fund,5,Equity,ELSS Mutual Funds,0.9,54.9,22.2
610,Quantum Dynamic Bond Fund,500,500,0.61,₹85Cr,8,Pankaj Pathak,1.05,0.93,1.77,0.83,0.66,3,Quantum Mutual Fund,3,Debt,Dynamic Bond,5.4,5.9,6.9
611,Quantum Equity Fund,500,500,0.51,₹88Cr,14,Chirag Mehta,3.01,-0.78,14.75,0.86,1.32,6,Quantum Mutual Fund,2,Other,FoFs Domestic,-0.5,22.9,9.1
612,Quantum Gold Savings Fund,500,500,0.06,₹83Cr,12,Chirag Mehta,0.98,-0.98,13.78,0.99,0.44,5,Quantum Mutual Fund,1,Other,FoFs Domestic,14.3,11.7,13.0
613,Quantum Liquid Fund,500,5000,0.15,₹628Cr,17,Pankaj Pathak,0.92,0.94,0.36,0.65,0.19,1,Quantum Mutual Fund,2,Debt,Liquid Mutual Funds,5.4,4.0,4.9
614,Quantum Long Term Equity Value Fund,500,500,1.29,₹837Cr,17,George Thomas,3,2.04,15.72,0.9,1.42,6,Quantum Mutual Fund,2,Equity,Value Funds,2.4,26.5,8.8
615,Quantum Multi Asset Fund,500,500,0.1,₹49Cr,11,Chirag Mehta,3.12,0.61,6.73,0.42,1.24,4,Quantum Mutual Fund,3,Other,FoFs Domestic,5.5,12.4,8.1
616,Quantum Tax Saving Fund,500,500,1.29,₹115Cr,14,Christy Mathai,3.04,1.68,15.47,0.88,1.44,6,Quantum Mutual Fund,3,Equity,ELSS Mutual Funds,2.9,26.6,8.9
617,Sbi Arbitrage Opportunities Fund,500,5000,0.36,"₹8,800Cr",10,Neeraj Kumar,0.93,1.18,0.76,0.45,0.77,1,SBI Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.8,4.5,5.4
618,Sbi Banking & Financial Services Fund,500,5000,0.78,"₹3,747Cr",8,Milind Agrawal,1.98,0.4,22.28,0.85,0.95,6,SBI Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.5,22.4,12.5
619,Sbi Banking And Psu Fund,500,5000,0.35,"₹4,982Cr",10,Rajeev Radhakrishnan,1.17,4.72,2.06,2.4,0.73,3,SBI Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.8,6.2,7.0
620,Sbi Bluechip Fund,500,5000,0.9,"₹33,987Cr",10,Sohini Andani,3.98,1.08,16.39,0.96,1.39,6,SBI Mutual Fund,3,Equity,Large Cap Mutual Funds,4.2,27.0,11.4
621,Sbi Conservative Hybrid Fund,500,5000,0.57,"₹7,250Cr",10,Saurabh Pant,4.24,5.19,4.11,0.56,2.23,5,SBI Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,6.2,13.8,8.8
622,Sbi Consumption Opportunities Fund,500,5000,1.18,"₹1,185Cr",10,Saurabh Pant,3.65,10.04,15.53,0.76,1.77,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.1,31.0,12.7
623,Sbi Contra Fund,500,5000,0.91,"₹8,340Cr",10,Dinesh Balachandran,4.43,15.26,16.56,0.89,2.13,6,SBI Mutual Fund,5,Equity,Contra Funds,15.0,43.4,15.6
624,Sbi Corporate Bond Fund,500,5000,0.34,"₹16,551Cr",4,Rajeev Radhakrishnan,1.54,1.51,1.88,0.75,0.92,2,SBI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.1,6.4,
625,Sbi Credit Risk Fund,500,5000,0.92,"₹2,782Cr",10,Lokesh Mallya,2.05,2.96,1.82,0.17,1.5,5,SBI Mutual Fund,3,Debt,Credit Risk Funds,5.2,7.2,7.0
626,Sbi Dynamic Bond Fund,500,5000,0.87,"₹2,407Cr",10,Dinesh Ahuja,0.88,1.34,2.49,1.06,0.66,3,SBI Mutual Fund,4,Debt,Dynamic Bond,5.9,5.9,7.9
627,Sbi Equity Hybrid Fund,500,1000,0.79,"₹54,492Cr",10,R Srinivasan,2.77,0.1,11.8,0.79,1.25,6,SBI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,-1.9,18.4,10.8
628,Sbi Equity Minimum Variance – Direct Growth,500,5000,0.42,₹134Cr,4,Raviprakash Sharma,3.09,2.72,14.84,0.81,1.47,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.9,27.0,
629,Sbi Equity Savings Fund,500,1000,0.67,"₹2,264Cr",8,Neeraj Kumar,3.49,2.91,6.94,1.02,1.47,4,SBI Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,2.2,14.6,8.1
630,Sbi Flexi Cap Fund,500,1000,0.85,"₹15,602Cr",10,R Srinivasan,3.25,0.62,15.31,0.88,1.4,6,SBI Mutual Fund,3,Equity,Flexi Cap Funds,-1.0,25.2,11.0
631,Sbi Floating Rate Debt Fund,500,5000,0.26,"₹1,604Cr",2,Rajeev Radhakrishnan,-,-,-,-,-,2,SBI Mutual Fund,3,Debt,Floater Mutual Funds,5.0,,
632,Sbi Fmp – Series 1 (3668 Days) – Direct Growth,0,5000,0.0,₹40Cr,4,Ranjana Gupta,1,9.3,3.62,5.09,0.69,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,4.8,6.2,
633,Sbi Focused Equity Fund,500,5000,0.69,"₹26,561Cr",10,R Srinivasan,2.61,-0.62,15.84,0.81,1.17,6,SBI Mutual Fund,3,Equity,Focused Funds,-4.9,22.0,12.2
634,Sbi Gold Fund,500,5000,0.1,"₹1,265Cr",10,Raviprakash Sharma,0.95,-0.94,13.62,0.98,0.44,6,SBI Mutual Fund,3,Other,FoFs Domestic,14.8,11.9,13.4
635,Sbi Healthcare Opportunities Fund,500,5000,1.09,"₹1,574Cr",10,Tanmaya Desai,2.12,4.45,19.03,0.87,1.09,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,25.7,13.6
636,Sbi Infrastructure Fund,500,5000,1.88,₹927Cr,10,Bhavin Vithiani,4,10.52,16.14,0.57,1.79,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,12.8,33.5,13.0
637,Sbi Large & Midcap Fund,500,5000,0.99,"₹9,441Cr",10,Saurabh Pant,3.24,6.49,16.04,0.89,1.67,6,SBI Mutual Fund,5,Equity,Large & Mid Cap Funds,6.5,30.2,13.6
638,Sbi Liquid Fund,500,500,0.18,"₹57,052Cr",10,R Arun,4.07,1.35,0.38,0.76,0.88,2,SBI Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3
639,Sbi Long Term Advantage Fund,0,500,1.75,₹164Cr,6,R Srinivasan,3.93,12.2,18.27,0.87,1.79,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.1,43.3,19.5
640,Sbi Long Term Advantage Fund,0,500,1.76,₹57Cr,7,R Srinivasan,3.71,10.16,15.74,0.83,1.9,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.1,36.2,15.4
641,Sbi Long Term Advantage Fund,0,500,1.76,₹30Cr,8,R Srinivasan,3.76,9.72,15.74,0.83,1.85,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.5,35.5,14.5
642,Sbi Long Term Advantage Fund,0,500,1.76,₹36Cr,8,R Srinivasan,3.69,10.17,15.98,0.84,1.87,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.0,36.4,14.0
643,Sbi Long Term Advantage Fund,0,500,1.76,₹222Cr,5,R Srinivasan,3.73,4.52,15.18,0.84,1.61,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,4.5,28.2,
644,Sbi Long Term Advantage Fund,0,500,1.76,₹278Cr,5,R Srinivasan,3.18,-0.17,15.54,0.88,1.32,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,-2.7,25.1,
645,Sbi Long Term Equity Fund,500,500,1.07,"₹12,158Cr",10,Dinesh Balachandran,3.21,3.78,15.64,0.9,1.59,6,SBI Mutual Fund,3,Equity,ELSS Mutual Funds,8.7,30.1,11.6
646,Sbi Magnum Children’S Benefit Fund,500,5000,0.86,₹89Cr,10,Rajeev Radhakrishnan,3.92,6.29,6.03,0.57,1.72,4,SBI Mutual Fund,4,Solution Oriented,Childrens Funds,3.1,15.2,8.3
647,Sbi Magnum Comma Fund,500,5000,2.03,₹417Cr,10,Richard Dsouza,2.37,1.41,21.13,1.06,1.24,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-12.1,30.9,11.3
648,Sbi Magnum Equity Esg Fund,500,1000,1.35,"₹4,456Cr",10,Rohit Shimpi,2.88,-0.26,15.89,0.92,1.29,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2
649,Sbi Magnum Gilt Fund,500,5000,0.46,"₹4,301Cr",10,Dinesh Ahuja,1.1,1.45,2.66,0.53,0.77,3,SBI Mutual Fund,5,Debt,Gilt Mutual Funds,5.7,6.1,8.3
650,Sbi Magnum Global Fund,500,5000,1.25,"₹5,257Cr",10,R Srinivasan,2.42,3.66,13.28,0.64,1.42,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5
651,Sbi Magnum Income Fund,500,5000,0.8,"₹1,510Cr",10,Dinesh Ahuja,1.56,1.92,2.35,1.04,0.94,4,SBI Mutual Fund,4,Debt,Medium to Long Duration Funds,4.8,6.9,7.8
652,Sbi Magnum Low Duration Fund,500,5000,0.4,"₹7,717Cr",10,Rajeev Radhakrishnan,3.47,3.11,0.8,1.37,1.58,3,SBI Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,6.4
653,Sbi Magnum Medium Duration Fund,500,5000,0.69,"₹7,087Cr",10,Dinesh Ahuja,2.05,2.34,2.19,0.87,1.18,4,SBI Mutual Fund,4,Debt,Medium Duration Funds,4.6,7.2,7.9
654,Sbi Magnum Midcap Fund,500,5000,0.97,"₹8,732Cr",10,Sohini Andani,3.93,5.5,17.15,0.91,1.89,6,SBI Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.4,37.0,13.5
655,Sbi Magnum Ultra Short Duration Fund,2000,5000,0.31,"₹8,907Cr",10,R Arun,3.14,2.47,0.58,1.2,1.49,2,SBI Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.1,6.1
656,Sbi Multi Asset Allocation Fund,500,5000,0.88,₹609Cr,10,Dinesh Balachandran,2.98,2.18,8.2,0.48,1.35,6,SBI Mutual Fund,3,Hybrid,Multi Asset Allocation Mutual Funds,5.9,16.1,9.6
657,Sbi Nifty Index Fund,500,5000,0.18,"₹3,324Cr",10,Raviprakash Sharma,3.47,-0.69,16.8,1,1.31,6,SBI Mutual Fund,3,Other,Index Funds,0.9,26.0,11.8
658,Sbi Overnight Fund,2000,5000,0.1,"₹19,888Cr",10,R Arun,-0.25,0.56,0.35,0.43,-0.05,1,SBI Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,4.6
659,Sbi Psu Fund,500,5000,1.42,₹505Cr,10,Richard Dsouza,2.32,-0.18,19.98,0.78,1.1,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.0,26.3,7.4
660,Sbi Savings Fund,500,500,0.23,"₹19,441Cr",10,R Arun,4.1,2.73,0.59,1.19,1.93,3,SBI Mutual Fund,3,Debt,Money Market Funds,5.5,5.3,6.2
661,Sbi Short Term Debt Fund,500,5000,0.35,"₹13,289Cr",10,Rajeev Radhakrishnan,1.57,5,1.7,2.44,1.02,2,SBI Mutual Fund,3,Debt,Short Duration Funds,4.6,6.4,6.8
662,Sbi Small Cap Fund,500,5000,0.7,"₹15,395Cr",10,R Srinivasan,4.07,6.48,16.81,0.75,1.88,6,SBI Mutual Fund,4,Equity,Small Cap Mutual Funds,8.2,38.3,15.3
663,Sbi Tax Advantage Fund,0,500,1.76,₹28Cr,9,R Srinivasan,4.1,9.96,16.07,0.84,1.85,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.9,41.1,21.8
664,Sbi Technology Opportunities Fund,500,5000,0.87,"₹2,861Cr",10,Saurabh Pant,2.36,8.38,19.71,0.77,1.51,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,21.0
665,Shriram Balanced Advantage Fund,1000,5000,0.6,₹48Cr,4,Deepak Ramaraju,2.42,-0.22,7.82,0.53,1.22,6,Shriram Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.9,13.9,
666,Shriram Flexi Cap Fund,1000,5000,0.65,₹60Cr,4,Deepak Ramaraju,2.74,-2.52,14.68,0.85,1.19,6,Shriram Mutual Fund,2,Equity,Flexi Cap Funds,1.4,21.5,
667,Shriram Hybrid Equity Fund,1000,5000,0.65,₹56Cr,9,Deepak Ramaraju,2.79,-1.5,11.64,0.81,1.16,6,Shriram Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.7,17.7,8.9
668,Shriram Long Term Equity Fund,500,500,0.6,₹36Cr,4,Deepak Ramaraju,2.37,-3.01,14.39,0.83,1.14,6,Shriram Mutual Fund,3,Equity,ELSS Mutual Funds,0.8,20.1,
669,Sundaram Aggressive Hybrid Fund,100,100,0.67,"₹2,981Cr",10,S Bharath,4.11,2.31,11.63,0.8,1.46,5,Sundaram Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.2,21.7,9.7
670,Sundaram Arbitrage Fund,500,100,0.28,₹108Cr,7,Rohit Seksaria,0.48,0.75,0.7,0.39,0.33,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,3.3,2.8
671,Sundaram Balanced Advantage Fund,500,100,0.62,"₹1,532Cr",10,S Bharath,3.24,2.13,7.66,0.51,1.51,4,Sundaram Mutual Fund,5,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.9,11.9,7.2
672,Sundaram Banking & Psu Debt Fund,250,5000,0.19,₹450Cr,10,Dwijendra Srivastava,0.73,3.49,1.35,2.13,0.48,2,Sundaram Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,5.0,6.1
673,Sundaram Consumption Fund,100,100,1.46,"₹1,106Cr",10,Ratish Varier,3.32,0.56,14.69,0.8,1.28,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,22.5,8.8
674,Sundaram Corporate Bond Fund,250,5000,0.28,₹996Cr,10,Dwijendra Srivastava,2.14,1.84,1.74,0.58,1.15,2,Sundaram Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.5,6.8,7.3
675,Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,₹30Cr,10,Dwijendra Srivastava,3.43,2.48,5.16,0.62,1.33,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,11.6,6.2
676,Sundaram Diversified Equity – Direct Growth,100,500,1.66,"₹1,623Cr",10,Sudhir Kedia,3.5,0.65,15.5,0.9,1.41,6,Sundaram Mutual Fund,2,Equity,ELSS Mutual Funds,2.2,26.1,8.9
677,Sundaram Dividend Yield Fund,500,5000,1.02,₹382Cr,10,Ratish Varier,4.03,2.79,13.93,0.8,1.55,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,26.4,11.7
678,Sundaram Emerging Small Cap Series Iii – Dir Growth,0,5000,0.75,₹297Cr,5,Rohit Seksaria,4.45,8.84,19.13,0.86,1.97,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,9.4,43.7,
679,Sundaram Emerging Small Cap Series Iv – Dir Growth,0,5000,0.75,₹208Cr,5,Rohit Seksaria,4.29,7.54,18.88,0.85,1.9,4,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,6.7,41.4,
680,Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.79,₹79Cr,5,Rohit Seksaria,4.56,8.3,19.15,0.86,1.93,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.6,42.3,
681,Sundaram Emerging Small Cap Series Vi – Dir Growth,0,5000,0.77,₹41Cr,5,Rohit Seksaria,4.27,8.43,18.61,0.84,1.95,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.8,41.9,
682,Sundaram Emerging Small Cap Series Vii – Dir Growth,0,5000,0.97,₹141Cr,4,Rohit Seksaria,3.95,6.51,17.13,0.76,1.86,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,8.0,36.9,
683,Sundaram Equity Savings Fund,500,100,0.54,₹415Cr,10,Sudhir Kedia,3.24,2.5,6.14,0.94,1.5,3,Sundaram Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,3.9,16.8,9.9
684,Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.51,₹601Cr,10,Rohit Seksaria,2.35,2.92,22.98,0.89,1.06,6,Sundaram Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.4,25.9,12.6
685,Sundaram Focused Fund,100,300,1.2,₹771Cr,10,Ravi Gopalakrishnan,2.47,-1.91,16.55,0.94,1.22,6,Sundaram Mutual Fund,4,Equity,Focused Funds,-1.8,24.5,13.1
686,Sundaram Global Brand Fund,100,100,1.42,₹117Cr,10,Rohit Seksaria,1.59,-,16.95,-,0.88,6,Sundaram Mutual Fund,0,Other,FoFs Overseas,2.4,20.5,7.7
687,Sundaram Infrastructure Advantage Fund,100,100,1.87,₹594Cr,10,Ashish Aggarwal,2.9,6.79,18.26,0.68,1.55,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,32.5,9.1
688,Sundaram Large And Mid Cap Fund,100,100,0.72,"₹4,885Cr",10,Ravi Gopalakrishnan,3.07,1.94,16.28,0.93,1.43,6,Sundaram Mutual Fund,3,Equity,Large & Mid Cap Funds,-1.3,25.4,11.7
689,Sundaram Large Cap Fund,100,100,0.6,"₹2,855Cr",2,Sudhir Kedia,3.64,-0.51,15.44,0.91,1.3,6,Sundaram Mutual Fund,5,Equity,Large Cap Mutual Funds,0.9,,
690,Sundaram Liquid Fund,2000,1000,0.17,"₹4,169Cr",10,Dwijendra Srivastava,4.89,1.36,0.38,0.74,0.98,2,Sundaram Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.2,3.3
691,Sundaram Low Duration Fund,2000,1000,0.33,₹433Cr,10,Dwijendra Srivastava,3.93,1.44,4.28,-1.59,0.83,2,Sundaram Mutual Fund,2,Debt,Low Duration Funds,5.6,4.9,1.8
692,Sundaram Lt Mc Tax Advantage Fund,0,500,1.22,₹27Cr,6,Rohit Seksaria,3.85,13.85,20.25,0.98,1.82,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,1.4,42.8,9.5
693,Sundaram Lt Mc Tax Advantage Fund,0,500,1.23,₹31Cr,5,Rohit Seksaria,4.1,15.38,20.47,0.98,1.88,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.8,44.8,9.8
694,Sundaram Lt Mc Tax Advantage Fund,0,500,1.26,₹62Cr,6,Rohit Seksaria,3.89,13.76,19.92,0.95,1.81,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.5,42.3,8.6
695,Sundaram Lt Tax Advantage Fund,0,500,1.3,₹18Cr,5,Rohit Seksaria,4.32,13.41,18.95,0.93,1.86,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,5.4,46.9,
696,Sundaram Lt Tax Advantage Fund,0,500,1.2,₹10Cr,7,Rohit Seksaria,3.46,2.08,16.02,0.94,1.51,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.0,29.2,12.5
697,Sundaram Lt Tax Advantage Fund,0,500,1.01,₹16Cr,8,Rohit Seksaria,3.5,2.52,16.1,0.94,1.53,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.4,29.6,11.5
698,Sundaram Medium Term Bond Fund,250,5000,1.11,₹45Cr,10,Dwijendra Srivastava,0.08,-0.16,2.44,1.03,0.05,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5.0,5.3
699,Sundaram Mid Cap Fund,100,100,1.04,"₹7,048Cr",10,S Bharath,3.74,-1.14,16.07,0.87,1.53,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2
700,Sundaram Money Market Fund,1000,1000,0.22,₹64Cr,5,Sandeep Agarwal,4.91,1.87,0.44,0.96,1.34,1,Sundaram Mutual Fund,3,Debt,Money Market Funds,5.4,4.7,
701,Sundaram Multi Cap Fund,100,100,0.97,"₹1,795Cr",10,Sudhir Kedia,3.06,2.11,15.69,0.9,1.48,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,28.1,11.0
702,Sundaram Multi Cap Fund,0,5000,0.79,₹84Cr,5,Rohit Seksaria,3.45,0.55,15.71,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,25.0,
703,Sundaram Multi Cap Fund,0,5000,0.79,₹143Cr,5,Rohit Seksaria,3.46,0.55,15.69,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,25.0,
704,Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,₹52Cr,10,Rohit Seksaria,2.51,-0.45,16.99,0.98,1.27,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,26.2,8.2
705,Sundaram Overnight Fund,1000,5000,0.07,"₹1,006Cr",4,Sandeep Agarwal,-0.3,0.6,0.35,0.46,-0.05,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,3.9,
706,Sundaram Services Fund,750,100,0.93,"₹2,272Cr",5,Rohit Seksaria,3.44,4.81,16.55,0.92,1.6,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,
707,Sundaram Short Duration Fund,2000,5000,0.28,₹200Cr,10,Dwijendra Srivastava,2.28,2.16,4.82,-1.49,0.86,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,6.4,4.8
708,Sundaram Small Cap Fund,250,100,1.01,"₹1,962Cr",10,Ravi Gopalakrishnan,3.47,6.06,18.08,0.83,1.88,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3
709,Sundaram Tax Savings Fund,500,500,1.76,₹930Cr,10,Sudhir Kedia,3.24,1.74,15.82,0.92,1.48,6,Sundaram Mutual Fund,3,Equity,ELSS Mutual Funds,1.2,27.7,9.9
710,Sundaram Ultra Short Duration Fund,2000,1000,0.17,"₹1,412Cr",10,Sandeep Agarwal,4.75,2.16,0.46,0.99,1.85,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,4.7,4.5
711,Tata Arbitrage Fund,150,5000,0.28,"₹5,925Cr",4,Sailesh Jain,1.97,1.94,0.75,0.69,1.36,1,Tata Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.7,5.0,
712,Tata Balanced Advantage Fund,150,5000,0.28,"₹6,396Cr",4,RahulSingh,4.01,3.8,8.5,0.57,1.69,4,Tata Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.8,18.7,
713,Tata Banking & Financial Services Fund,150,5000,0.59,"₹1,272Cr",7,Sonam Udasi,2.2,1.61,21.31,0.81,1,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,23.2,12.6
714,Tata Banking & Psu Debt Fund,150,5000,0.23,₹262Cr,3,Amit Somani,1.68,4.51,2.28,1.85,0.89,2,Tata Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.0,6.9,
715,Tata Digital India Fund,150,5000,0.31,"₹6,765Cr",7,Meeta Shetty,2.29,6.11,22.78,0.92,1.37,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16.0,39.0,22.1
716,Tata Equity P/E Fund,150,5000,0.91,"₹5,119Cr",10,Sonam Udasi,3.31,3.51,14.91,0.86,1.54,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10.0
717,Tata Equity Saving Fund,150,5000,0.12,₹142Cr,10,Sailesh Jain,3.37,2.17,5.15,0.81,1.54,4,Tata Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.4,12.0,7.5
718,Tata Ethical Fund,150,5000,0.94,"₹1,501Cr",10,Abhinav Sharma,2.75,4.88,14.48,0.74,1.53,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1
719,Tata Flexi Cap Fund,150,5000,0.77,"₹2,096Cr",5,Sonam Udasi,2.58,-1.52,13.88,0.79,1.23,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,21.3,
720,Tata Floating Rate Fund,150,5000,0.3,₹225Cr,2,Akhil Mittal,-,-,-,-,-,2,Tata Mutual Fund,4,Debt,Floater Mutual Funds,5.6,,
721,Tata Focused Equity Fund,150,5000,0.46,"₹1,212Cr",3,Meeta Shetty,3.06,1.14,16.67,0.96,1.43,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,28.4,
722,Tata Gilt Securities Fund,150,5000,0.9,₹256Cr,10,Akhil Mittal,0.31,0.07,2.99,0.66,0.27,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9
723,Tata Hybrid Equity Fund,150,5000,1.05,"₹3,166Cr",10,Chandraprakash Padiyar,3.25,2.77,12.35,0.84,1.47,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,22.8,10.5
724,Tata India Consumer Fund,150,5000,0.91,"₹1,346Cr",7,Sonam Udasi,2.78,1.38,13.88,0.73,1.31,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23.0,10.6
725,Tata India Pharma & Healthcare Fund,150,5000,1.01,₹485Cr,7,Meeta Shetty,2.41,2.68,18.72,0.86,1,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8
726,Tata India Tax Savings Fund,500,500,0.76,"₹3,078Cr",8,Tejas Gutka,3.36,0.43,16.24,0.94,1.39,6,Tata Mutual Fund,0,Equity,ELSS Mutual Funds,2.2,26.5,12.0
727,Tata Infrastructure Fund,150,5000,1.42,₹950Cr,10,Abhinav Sharma,3.52,9.44,17.14,0.63,1.73,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14.0,35.0,13.1
