,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Sortino,Alpha,Sd,Beta,Sharpe,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr,Score,fund_score,rank,composite_score,Rank
286,Hsbc Medium To Long Duration Fund,500,5000,0.68,₹41Cr,10,Jalpan Shah,0.11,-0.16,3.1,1.54,0.09,3,Hsbc Mutual Fund,1,Debt,Medium To Long Duration Funds,2.7,2.7,6.5,1.82,0.1663638632415375,790.0,0.3265143717855702,738.0
287,Hsbc Midcap Fund,500,5000,0.74,"₹6,980Cr",10,Vihang Naik,3.33,-1.16,14.76,0.8,1.53,6,Hsbc Mutual Fund,2,Equity,Mid Cap Mutual Funds,2.3,2.3,8.8,2.1990000000000003,0.2548351053398973,426.0,0.3801357501487694,466.0
288,Hsbc Money Market Fund,500,5000,0.25,₹716Cr,10,Shriram Ramanathan,2.45,2.43,0.61,1.31,1.12,2,Hsbc Mutual Fund,1,Debt,Money Market Funds,5.2,5.2,6.0,2.5515,0.2381190834783634,521.0,0.39542803459186077,336.0
289,Hsbc Overnight Fund,500,5000,0.1,"₹2,759Cr",4,Kapil Punjabi,0.92,0.65,0.34,0.44,0.16,1,Hsbc Mutual Fund,5,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.5380000000000003,0.21937321192515144,642.0,0.39726044876854505,317.0
290,Hsbc Short Duration Fund,500,5000,0.27,"₹3,592Cr",10,Shriram Ramanathan,1.18,4.85,1.72,2.63,0.78,2,Hsbc Mutual Fund,2,Debt,Short Duration Funds,3.8,3.8,6.7,3.205,0.22828271889202623,591.0,0.3878753919203309,411.0
291,Hsbc Small Cap Fund,500,5000,0.77,"₹8,625Cr",9,Venugopal Manghat,4.16,9.87,17.95,0.82,2.08,6,Hsbc Mutual Fund,3,Equity,Small Cap Mutual Funds,5.1,5.1,12.7,5.673,0.3599975314268416,38.0,0.44315252226614416,71.0
292,Hsbc Tax Saver Equity Fund,500,5000,1.3,₹175Cr,10,Gautam Bhupal,3.05,-1.65,16.52,0.96,1.26,6,Hsbc Mutual Fund,2,Equity,Elss Mutual Funds,-2.2,-2.2,8.9,1.9529999999999994,0.22143977343190907,636.0,0.3207422787769883,747.0
293,Hsbc Ultra Short Duration Fund,500,5000,0.22,"₹2,279Cr",3,Mahesh A Chhabria,3.5,2.48,0.54,1.17,1.69,2,Hsbc Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.5,8.9,3.8574999999999995,0.29329407124093015,181.0,0.4363131468187865,86.0
294,Hsbc Value Fund,500,5000,0.84,"₹7,781Cr",10,Venugopal Manghat,3.18,6.92,17.01,0.96,1.69,6,Hsbc Mutual Fund,3,Equity,Value Funds,6.8,6.8,11.6,4.7115,0.31965719320033564,103.0,0.4186913965101008,180.0
295,Icici Pru All Seasons Bond Fund,100,5000,0.62,"₹6,754Cr",10,Manish Banthia,2.39,2.84,2.25,0.98,1.38,3,Icici Prudential Mutual Fund,5,Debt,Dynamic Bond,6.5,6.5,8.2,3.8615,0.26201325153276483,375.0,0.3940324763669453,359.0
296,Icici Pru Asset Allocator Fund,1000,5000,0.18,"₹18,393Cr",10,Dharmesh Kakkad,5.89,7.45,8.68,0.53,1.99,4,Icici Prudential Mutual Fund,4,Other,Fofs Domestic,8.8,8.8,12.8,5.8584999999999985,0.38171249717583705,25.0,0.4970615257749362,12.0
297,Icici Pru Balanced Advantage Fund,100,500,0.91,"₹44,515Cr",10,Sankaran Naren,5.59,5.34,8.33,0.54,1.84,5,Icici Prudential Mutual Fund,4,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,6.7,6.7,10.4,4.667,0.323527885138025,96.0,0.4139118128651146,211.0
298,Icici Pru Banking & Financial Services – Directgrowth,100,5000,1.1,"₹5,871Cr",10,Roshan Chutkey,2.23,3.74,23.41,0.87,1.06,6,Icici Prudential Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,7.0,7.0,9.7,3.0510000000000006,0.25628294374105837,410.0,0.3645973933743412,581.0
299,Icici Pru Banking & Psu Debt Fund,100,500,0.38,"₹7,265Cr",10,Rahul Goswami,2.64,4.03,1.75,1.21,1.37,2,Icici Prudential Mutual Fund,5,Debt,Banking And Psu Mutual Funds,5.8,5.8,7.2,3.823,0.2629757159302077,367.0,0.40465274032979787,257.0
300,Icici Pru Bharat 22 Fof  – Direct Growth,1000,5000,0.08,₹89Cr,5,Kayzad Eghlim,2.76,9.68,20.2,0.88,1.47,6,Icici Prudential Mutual Fund,5,Other,Fofs Domestic,22.1,22.1,8.9,4.592000000000001,0.33847652992647853,72.0,0.4914061938026158,15.0
301,Icici Pru Bharat Consumption Fund,100,5000,1.54,"₹1,866Cr",4,Sankaran Naren,3.37,4.95,11.73,0.6,1.6,6,Icici Prudential Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,10.2,10.2,8.9,3.7365000000000004,0.27509067916467833,296.0,0.3529026335847503,640.0
302,Icici Pru Bluechip Fund,100,100,1.06,"₹34,198Cr",10,Anish Tawakley,3.59,3.05,15.23,0.9,1.53,6,Icici Prudential Mutual Fund,4,Equity,Large Cap Mutual Funds,4.4,4.4,12.3,4.3465,0.29987839609542033,154.0,0.39439524165940343,350.0
303,Icici Pru Bond Fund,100,5000,0.6,"₹2,223Cr",10,Manish Banthia,1.2,1.58,2.69,1.26,0.72,3,Icici Prudential Mutual Fund,3,Debt,Medium To Long Duration Funds,5.2,5.2,7.3,2.8725000000000005,0.21595468043153665,659.0,0.3649006033663501,579.0
304,Icici Pru Child Care Fund,100,5000,1.69,₹844Cr,10,Manish Banthia,2.86,2.18,11.15,0.74,1.42,6,Icici Prudential Mutual Fund,3,Solution Oriented,Childrens Funds,1.0,1.0,8.8,3.131,0.23506980512798967,542.0,0.30769947125580865,771.0
305,Icici Pru Corporate Bond Fund,100,100,0.3,"₹16,998Cr",10,Rahul Goswami,3.07,2.35,1.67,0.68,1.52,2,Icici Prudential Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.8,5.8,7.3,3.5815,0.2685110930059302,334.0,0.4133577823776779,213.0
306,Icici Pru Credit Risk Fund,100,100,0.86,"₹7,584Cr",10,Manish Banthia,3.18,3.97,1.59,0.42,2.15,4,Icici Prudential Mutual Fund,4,Debt,Credit Risk Funds,5.8,5.8,8.1,4.110499999999999,0.2911859302078627,196.0,0.3951847239315322,339.0
307,Icici Pru Debt Management Fund,100,100,0.41,₹141Cr,10,Manish Banthia,3.01,2.07,1.61,0.53,1.38,3,Icici Prudential Mutual Fund,4,Other,Fofs Domestic,5.8,5.8,7.0,3.2625,0.257016521194645,405.0,0.39920783838361523,298.0
308,Icici Pru Dividend Yield Equity Fund,100,5000,0.66,"₹1,258Cr",9,Mittul Kalawadia,5.06,10.39,15.42,0.83,1.94,6,Icici Prudential Mutual Fund,0,Equity,Dividend Yield Funds,8.5,8.5,12.1,5.2505,0.36615307529470326,33.0,0.45633055938097405,43.0
309,Icici Pru Equity & Debt Fund,100,5000,1.2,"₹21,232Cr",10,Sankaran Naren,4.15,9.56,14.26,0.84,1.75,6,Icici Prudential Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,6.8,6.8,14.3,6.487,0.3544395693241149,44.0,0.4202394970173393,167.0
310,Icici Pru Equity – Arbitrage Fund,1000,5000,0.39,"₹11,272Cr",10,Kayzad Eghlim,1.27,1.59,0.75,0.63,0.99,1,Icici Prudential Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,5.6,5.5,2.5275,0.2159103782680434,660.0,0.3736264797314787,518.0
311,Icici Pru Equity Savings Fund,100,5000,0.54,"₹4,936Cr",8,Kayzad Eghlim,5.26,4.82,4.82,0.57,1.84,2,Icici Prudential Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,6.2,6.2,7.9,3.8554999999999997,0.3044780503827431,133.0,0.4193287210437303,175.0
312,Icici Pru Exports And Services Fund,1000,5000,1.76,"₹1,040Cr",10,Sankaran Naren,4.35,6.7,14.06,0.78,1.78,6,Icici Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,5.7,11.4,4.286,0.30447455952788166,134.0,0.3532766891108983,637.0
313,Icici Pru Floating Interest Fund,100,500,0.62,"₹11,650Cr",10,Rahul Goswami,2.75,3.22,1.77,0.47,1.46,2,Icici Prudential Mutual Fund,2,Debt,Floater Mutual Funds,6.3,6.3,7.2,3.253,0.25988727459011135,387.0,0.3890570559403775,402.0
314,Icici Pru Fmcg Fund,100,5000,1.44,"₹1,156Cr",10,Priyanka Khandelwal,3.73,7.44,11.56,0.47,1.61,6,Icici Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,21.1,21.1,13.5,5.1865,0.34996703209093255,50.0,0.4271964412867423,125.0
315,Icici Pru Focused Equity Fund,100,5000,0.59,"₹3,920Cr",10,Sankaran Naren,3.27,4.86,15.84,0.89,1.62,6,Icici Prudential Mutual Fund,4,Equity,Focused Funds,6.1,6.1,13.4,5.05,0.33170792362902546,85.0,0.44420371058816244,65.0
316,Icici Pru Gilt Fund,1000,5000,0.56,"₹2,692Cr",10,Rahul Goswami,1.22,1.87,3.2,0.69,0.82,3,Icici Prudential Mutual Fund,5,Debt,Gilt Mutual Funds,6.3,6.3,8.4,3.5855,0.23425338171823792,550.0,0.3807474801889045,464.0
317,Icici Pru Global Stable Equity Fund,1000,5000,1.26,₹111Cr,10,Rohan Maru,1.69,1.855,13.7,0.86,0.9,6,Icici Prudential Mutual Fund,0,Other,Fofs Overseas,3.4,3.4,10.3,2.85,0.2356861376992766,536.0,0.33992635963837126,691.0
318,Icici Pru Income Optimizer Fund,1000,5000,0.26,₹272Cr,10,Dharmesh Kakkad,5.43,5.75,3.85,0.47,2.37,3,Icici Prudential Mutual Fund,5,Other,Fofs Domestic,7.8,7.8,8.8,4.785,0.34521452118071666,56.0,0.4642803315639146,32.0
319,Icici Pru India Equity Fof – Direct Growth,100,500,0.88,₹62Cr,3,Dharmesh Kakkad,3.95,6.83,15.57,0.84,1.71,6,Icici Prudential Mutual Fund,5,Other,Fofs Domestic,4.9,4.9,8.9,4.2635000000000005,0.29669894677791286,167.0,0.39383655134553064,363.0
320,Icici Pru India Opportunities Fund,100,5000,0.73,"₹7,644Cr",4,Sankaran Naren,3.51,9.93,19.93,0.99,1.67,6,Icici Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,11.7,11.7,8.9,3.9074999999999998,0.31841890118641314,107.0,0.4243423993592408,140.0
321,Icici Pru Infrastructure Fund,100,5000,1.64,"₹2,269Cr",10,Ihab Dalwai,4.04,11.76,20.09,0.78,1.83,6,Icici Prudential Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,24.3,24.3,15.1,6.8725,0.39041381076576864,18.0,0.4448164925561081,63.0
322,Icici Pru Large & Mid Cap Fund,100,5000,1.09,"₹7,044Cr",10,Ihab Dalwai,3.99,7.49,17.05,0.92,1.68,6,Icici Prudential Mutual Fund,4,Equity,Large & Mid Cap Funds,9.5,9.5,13.7,5.590999999999999,0.34479686656235503,58.0,0.4263782962139116,131.0
323,Icici Pru Liquid Fund,99,99,0.2,"₹47,245Cr",10,Rahul Goswami,4.39,1.39,0.38,0.78,0.94,3,Icici Prudential Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,5.6,5.3,2.2879999999999994,0.23775725549294766,523.0,0.3956109643895008,335.0
324,Icici Pru Long Term Equity Fund,500,500,1.23,"₹9,819Cr",10,Harish Bihani,0.06,6.9,4.06,5.04,0.04,6,Icici Prudential Mutual Fund,3,Equity,Elss Mutual Funds,-0.2,-0.2,11.5,4.7715000000000005,0.2133593416241859,679.0,0.32764659049767936,733.0
325,Icici Pru Long Term Wealth Enhancement Fund,0,500,0.97,₹32Cr,5,Rajat Chandak,3.33,0.78,16.64,0.95,1.39,6,Icici Prudential Mutual Fund,0,Equity,Elss Mutual Funds,-0.7,-0.7,11.3,2.896,0.2693174237363389,328.0,0.37317532422494065,520.0
326,Icici Pru Manufacturing Fund,100,5000,1.7,₹645Cr,4,Anish Tawakley,3.44,7.67,17.45,0.94,1.71,6,Icici Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,8.6,8.6,8.9,3.5415000000000005,0.2824511336519179,246.0,0.3436405807776216,679.0
327,Icici Pru Medium Term Bond Fund,1000,5000,0.77,"₹6,305Cr",10,Manish Banthia,1.69,2.74,2.28,0.69,1.29,4,Icici Prudential Mutual Fund,4,Debt,Medium Duration Funds,5.6,5.6,7.6,3.499,0.24342819059981688,494.0,0.37134851223033516,536.0
328,Icici Pru Midcap Fund,100,5000,1.16,"₹3,492Cr",10,Lalit Kumar,3.32,0.33,17.76,0.96,1.62,6,Icici Prudential Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.9,3.9,11.1,3.176,0.2767413388935642,281.0,0.3748918241301924,504.0
329,Icici Pru Money Market Fund,100,500,0.21,"₹11,475Cr",10,Rahul Goswami,4.38,2.82,0.67,1.25,1.72,3,Icici Prudential Mutual Fund,3,Debt,Money Market Funds,5.5,5.5,6.1,3.0814999999999997,0.2762169423716652,287.0,0.4208106214759556,161.0
330,Icici Pru Multi-Asset Fund,100,5000,1.15,"₹16,449Cr",10,Sankaran Naren,3.99,10.44,13.67,0.81,1.85,6,Icici Prudential Mutual Fund,4,Hybrid,Multi Asset Allocation Mutual Funds,11.3,11.3,14.2,6.5365,0.36783858119606905,32.0,0.4378799711839621,79.0
331,Icici Pru Multicap Fund,100,5000,1.02,"₹6,929Cr",10,Sankaran Naren,3.31,3.09,16.79,0.94,1.49,6,Icici Prudential Mutual Fund,0,Equity,Multi Cap Funds,5.7,5.7,11.8,3.5185000000000004,0.295184331241523,172.0,0.39529092708790925,338.0
332,Icici Pru Nifty 50 Index Fund,100,100,0.17,"₹3,977Cr",10,Kayzad Eghlim,3.46,-0.72,16.8,1.0,1.3,6,Icici Prudential Mutual Fund,3,Other,Index Funds,0.9,0.9,11.9,3.2375000000000007,0.2889803960469424,207.0,0.43639378507527943,85.0
333,Icici Pru Nifty Next 50 Index Fund,100,100,0.3,"₹2,415Cr",10,Kayzad Eghlim,1.7,-4.7,18.11,0.98,0.97,6,Icici Prudential Mutual Fund,1,Other,Index Funds,-6.4,-6.4,6.1,0.2645000000000002,0.18224401422170114,776.0,0.34641197585912203,665.0
334,Icici Pru Overnight Fund,500,100,0.1,"₹12,837Cr",4,Rahul Goswami,-0.25,0.54,0.35,0.42,-0.05,1,Icici Prudential Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.1745,0.2035765860848716,722.0,0.38817993477024476,407.0
335,Icici Pru P.H.D Fund,100,5000,1.22,"₹2,538Cr",5,Dharmesh Kakkad,2.68,3.7,21.09,0.96,1.03,6,Icici Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-6.0,-6.0,8.9,2.4525,0.2262963540613004,613.0,0.3164387456033996,759.0
336,Icici Pru Passive Strategy Fund,1000,5000,0.06,₹93Cr,10,Dharmesh Kakkad,3.11,1.99,14.83,0.84,1.46,6,Icici Prudential Mutual Fund,3,Other,Fofs Domestic,4.9,4.9,10.9,3.6235,0.3024406613977748,143.0,0.45325902576313126,48.0
337,Icici Pru Regular Gold Savings Fund,100,100,0.09,₹671Cr,10,Manish Banthia,1.1,-0.21,14.0,0.99,0.49,5,Icici Prudential Mutual Fund,3,Other,Fofs Domestic,14.3,14.3,13.1,3.6819999999999995,0.28160571271704093,253.0,0.46031904756445985,37.0
338,Icici Pru Regular Savings Fund,100,5000,0.99,"₹3,212Cr",10,Manish Banthia,3.57,3.21,3.41,0.5,2.0,4,Icici Prudential Mutual Fund,5,Hybrid,Conservative Hybrid Mutual Funds,5.5,5.5,9.0,4.246999999999999,0.2904093509316219,201.0,0.388635503054411,405.0
339,Icici Pru Retirement Fund,100,5000,1.22,₹209Cr,4,Lalit Kumar,2.78,2.63,11.88,0.78,1.44,6,Icici Prudential Mutual Fund,5,Solution Oriented,Retirement Funds,0.1,0.1,8.9,3.54,0.2475854453322027,467.0,0.34088776994741193,689.0
340,Icici Pru Retirement Fund,100,5000,1.12,₹152Cr,4,Lalit Kumar,2.43,1.02,4.45,0.64,1.26,6,Icici Prudential Mutual Fund,3,Solution Oriented,Retirement Funds,1.7,1.7,13.3,4.5855,0.27852942163703653,274.0,0.3770826149788279,491.0
341,Icici Pru Retirement Fund,100,5000,1.0,₹59Cr,4,Lalit Kumar,2.16,2.1,2.28,0.93,1.04,4,Icici Prudential Mutual Fund,3,Solution Oriented,Retirement Funds,2.0,2.0,8.9,3.5375000000000005,0.23574772962487248,534.0,0.3500498366271933,649.0
342,Icici Pru Retirement Fund,100,5000,1.29,₹175Cr,4,Manish Banthia,3.51,8.42,15.15,0.75,1.71,3,Icici Prudential Mutual Fund,3,Solution Oriented,Retirement Funds,4.6,4.6,8.9,4.2865,0.28922404314144795,206.0,0.3636322492038442,585.0
343,Icici Pru S&P Bse Sensex Index Fund,100,100,0.16,₹694Cr,6,Kayzad Eghlim,3.24,-1.12,16.97,1.0,1.27,6,Icici Prudential Mutual Fund,4,Other,Index Funds,1.4,1.4,12.9,3.5935,0.2951611468570453,173.0,0.4438223935831529,68.0
344,Icici Pru Savings Fund,100,100,0.4,"₹21,144Cr",10,Rahul Goswami,2.65,3.0,1.3,0.87,1.41,2,Icici Prudential Mutual Fund,2,Debt,Low Duration Funds,5.7,5.7,6.7,3.0635,0.2558508147290314,416.0,0.3985064808020322,310.0
345,Icici Pru Short Term Fund,1000,5000,0.39,"₹14,561Cr",10,Manish Banthia,3.78,4.86,1.7,1.42,1.75,3,Icici Prudential Mutual Fund,4,Debt,Short Duration Funds,6.4,6.4,7.7,4.056500000000001,0.2921777326244618,190.0,0.42322041749353523,150.0
346,Icici Pru Smallcap Fund,100,5000,0.81,"₹4,618Cr",10,Harish Bihani,4.72,8.49,18.41,0.82,1.94,6,Icici Prudential Mutual Fund,3,Equity,Small Cap Mutual Funds,7.7,7.7,14.9,6.004,0.377464733421168,26.0,0.46030875301652746,38.0
347,Icici Pru Technology Fund,100,5000,0.99,"₹8,993Cr",10,Vaibhav Dusad,2.41,9.3,23.4,0.92,1.48,6,Icici Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-19.7,-19.7,21.6,7.370500000000002,0.35980828307527124,39.0,0.4060038610366635,248.0
348,Icici Pru Thematic Advantage Fund,1000,5000,0.25,₹958Cr,10,Dharmesh Kakkad,4.13,6.63,18.22,0.98,1.63,6,Icici Prudential Mutual Fund,0,Other,Fofs Domestic,5.4,5.4,14.6,5.0595,0.36250817294650733,35.0,0.48130173137144167,21.0
349,Icici Pru Ultra Short Term Fund,1000,5000,0.39,"₹12,447Cr",10,Manish Banthia,4.76,2.36,0.68,0.54,2.4,3,Icici Prudential Mutual Fund,4,Debt,Ultra Short Duration Funds,5.7,5.7,6.7,3.4815,0.30310133907469283,139.0,0.4281682101483423,122.0
350,Icici Pru Us Bluechip Equity Fund,100,5000,1.22,"₹2,365Cr",10,Rohan Maru,1.69,1.855,19.18,0.86,0.88,6,Icici Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.8,4.8,15.9,4.254,0.2895687097119246,205.0,0.3871106521281205,414.0
351,Icici Pru Value Discovery Fund,100,1000,1.22,"₹27,449Cr",10,Sankaran Naren,4.4,11.82,14.61,0.8,2.04,6,Icici Prudential Mutual Fund,4,Equity,Value Funds,8.9,8.9,14.9,7.0105,0.3831092023330483,23.0,0.43905051100265646,76.0
352,Idbi Banking & Financial Services Fund,500,5000,1.5,₹81Cr,5,Alok Ranjan,1.99,-1.2,22.62,0.86,0.88,6,Idbi Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,4.8,4.8,8.9,1.6569999999999994,0.20950796498160296,690.0,0.312822455607272,768.0
353,Idbi Credit Risk Fund,500,5000,0.61,₹22Cr,9,Raju Sharma,3.09,3.08,6.23,-2.49,1.03,4,Idbi Mutual Fund,3,Debt,Credit Risk Funds,4.3,4.3,3.7,2.1645,0.21571936503211056,662.0,0.34595821255657566,670.0
354,Idbi Dividend Yield Fund,500,5000,1.5,₹85Cr,4,Alok Ranjan,2.79,1.29,14.28,0.81,1.43,6,Idbi Mutual Fund,0,Equity,Dividend Yield Funds,0.1,0.1,8.9,2.3844999999999996,0.23555527662999654,537.0,0.3187923789754257,755.0
355,Idbi Equity Advantage Fund,500,500,1.21,₹455Cr,10,Alok Ranjan,2.4,-1.93,14.59,0.8,1.15,6,Idbi Mutual Fund,2,Equity,Elss Mutual Funds,-0.7,-0.7,11.3,2.7039999999999997,0.2389290087367824,515.0,0.3434726614673843,681.0
356,Idbi Equity Savings Fund,500,5000,1.15,₹10Cr,10,Alok Ranjan,2.48,0.39,7.12,1.05,1.11,4,Idbi Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.5,2.5,7.2,2.2939999999999996,0.21555945091126366,663.0,0.32883874521322104,730.0
357,Idbi Focused 30 Equity Fund,500,5000,1.61,₹125Cr,5,Alok Ranjan,3.11,-0.57,16.02,0.94,1.29,6,Idbi Mutual Fund,3,Equity,Focused Funds,0.1,0.1,10.2,2.7255,0.2351494732551763,541.0,0.316118937084487,760.0
358,Idbi Gold Fund,500,5000,0.26,₹42Cr,10,Nitin Dattaram Dalvi,0.82,-0.02,16.54,1.0,0.42,5,Idbi Mutual Fund,3,Other,Fofs Domestic,15.0,15.0,12.9,3.5100000000000007,0.27314733758304105,307.0,0.4460536866764929,58.0
359,Idbi Healthcare Fund,500,5000,1.24,₹49Cr,4,Alok Ranjan,1.57,-3.1,20.52,0.95,0.71,6,Idbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-13.0,-13.0,8.9,1.0565,0.17027512819591478,786.0,0.2767534508490888,804.0
360,Idbi Hybrid Equity Fund,500,5000,1.67,₹171Cr,6,Alok Ranjan,2.66,-0.86,11.4,0.78,1.18,6,Idbi Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-1.8,-1.8,7.0,1.7714999999999999,0.1934433826673019,751.0,0.2786026034801514,803.0
361,Idbi India Top 100 Equity Fund,500,5000,1.26,₹599Cr,10,Alok Ranjan,2.94,0.51,15.82,0.93,1.36,6,Idbi Mutual Fund,4,Equity,Large Cap Mutual Funds,0.5,0.5,12.4,3.7935000000000003,0.26965197822886133,325.0,0.3609983806771686,598.0
362,Idbi Liquid Fund,500,5000,0.13,₹763Cr,10,Raju Sharma,5.73,1.43,0.36,0.75,1.19,2,Idbi Mutual Fund,4,Debt,Liquid Mutual Funds,5.6,5.6,5.4,2.6820000000000004,0.25853691249476285,398.0,0.41185764645582695,215.0
363,Idbi Long Term Value Fund,500,5000,1.67,₹92Cr,5,Alok Ranjan,2.89,1.21,16.51,0.94,1.36,6,Idbi Mutual Fund,2,Equity,Value Funds,-0.1,-0.1,8.9,2.5279999999999996,0.22892474943956984,589.0,0.30475367638762596,776.0
364,Idbi Midcap Fund,500,5000,1.62,₹176Cr,6,Alok Ranjan,2.57,-5.96,17.76,0.97,1.27,6,Idbi Mutual Fund,1,Equity,Mid Cap Mutual Funds,-2.9,-2.9,7.7,0.5045,0.18261978039476268,773.0,0.2801645110944975,799.0
365,Idbi Nifty 50 Index Fund,500,5000,0.32,₹188Cr,10,Nisha Sharma,3.47,-0.9,16.78,1.0,1.29,6,Idbi Mutual Fund,3,Other,Index Funds,0.8,0.8,11.8,3.163,0.2833344320251997,241.0,0.42410861627448604,145.0
366,Idbi Nifty Next 50 Index Fund,500,5000,0.32,₹49Cr,10,Nisha Sharma,1.71,-4.78,18.03,0.98,0.96,6,Idbi Mutual Fund,1,Other,Index Funds,-6.1,-6.1,6.2,0.27949999999999997,0.1826035586051391,774.0,0.3461985740115503,667.0
367,Idbi Short Term Bond Fund,500,5000,0.28,₹29Cr,10,Raju Sharma,3.22,3.82,5.0,-0.57,0.92,2,Idbi Mutual Fund,4,Debt,Short Duration Funds,4.1,4.1,6.9,3.3825000000000003,0.24992439530272734,453.0,0.39418945293188457,354.0
368,Idbi Small Cap Fund,500,5000,1.54,₹143Cr,6,Alok Ranjan,4.09,8.16,16.34,0.71,1.95,6,Idbi Mutual Fund,3,Equity,Small Cap Mutual Funds,2.1,2.1,12.6,5.3225,0.3243480027732761,93.0,0.37315641121833665,521.0
369,Idbi Ultra Short Term Fund,500,5000,0.25,₹198Cr,10,Raju Sharma,1.68,1.14,0.72,0.15,1.29,2,Idbi Mutual Fund,3,Debt,Ultra Short Duration Funds,5.4,5.4,5.9,2.6500000000000004,0.23483215821678477,544.0,0.3933139492002186,366.0
370,Iifl Dynamic Bond Fund,1000,5000,0.27,₹494Cr,10,Milan Mody,1.63,1.61,1.86,0.6,0.96,3,Iifl Mutual Fund,4,Debt,Dynamic Bond,3.3,3.3,6.5,2.9275,0.22573358330971383,615.0,0.3840835411995782,437.0
371,Iifl Focused Equity Fund,1000,1000,0.9,"₹3,416Cr",8,Mayur Patel,3.39,3.78,16.2,0.91,1.56,6,Iifl Mutual Fund,5,Equity,Focused Funds,4.7,4.7,18.1,6.347500000000002,0.3596808137175569,40.0,0.4501839574060269,52.0
372,Iifl Liquid Fund,1000,5000,0.2,₹601Cr,9,Milan Mody,0.19,0.87,0.39,0.64,0.04,3,Iifl Mutual Fund,2,Debt,Liquid Mutual Funds,5.5,5.5,4.8,1.8604999999999998,0.17088438100754094,785.0,0.3554722382251062,621.0
373,Indiabulls Arbitrage Fund,1000,500,0.58,₹14Cr,8,Sumit Bhatnagar,-1.04,0.18,0.67,0.54,-0.82,1,Indiabulls Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,4.3,4.3,4.5,1.4325,0.11624905173475375,813.0,0.2974605183830876,791.0
374,Indiabulls Bluechip Fund,500,500,1.27,₹91Cr,10,Sumit Bhatnagar,2.23,-3.4,16.22,0.94,1.1,6,Indiabulls Mutual Fund,2,Equity,Large Cap Mutual Funds,2.0,2.0,9.5,1.7685,0.21694875749599898,655.0,0.3297468048367027,726.0
375,Indiabulls Dynamic Bond Fund,500,500,0.36,₹25Cr,4,Karan Singh,0.99,0.95,2.04,0.84,0.58,3,Indiabulls Mutual Fund,3,Debt,Dynamic Bond,4.2,4.2,8.9,3.2640000000000007,0.22667554301930723,609.0,0.38605821894767145,418.0
376,Indiabulls Equity Hybrid Fund,500,500,1.55,₹32Cr,4,Sumit Bhatnagar,2.77,0.47,12.71,0.87,1.29,5,Indiabulls Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,3.2,8.9,2.7154999999999996,0.23140879718300783,570.0,0.3191835148500074,753.0
377,Indiabulls Liquid Fund,500,500,0.22,₹212Cr,10,Karan Singh,1.28,0.95,0.36,0.63,0.28,2,Indiabulls Mutual Fund,1,Debt,Liquid Mutual Funds,5.4,5.4,5.2,1.8955,0.19010321228076274,762.0,0.3661031998105696,568.0
378,Indiabulls Overnight Fund,500,500,0.18,₹42Cr,4,Karan Singh,-1.77,0.4,0.33,0.39,-0.36,1,Indiabulls Mutual Fund,1,Debt,Overnight Mutual Funds,5.2,5.2,8.9,2.783,0.17952100251687705,778.0,0.36919588274427545,551.0
379,Indiabulls Short Term Fund,500,500,0.38,₹25Cr,10,Karan Singh,1.15,4.88,1.55,2.83,0.7,3,Indiabulls Mutual Fund,2,Debt,Short Duration Funds,4.4,4.4,5.9,2.9479999999999995,0.21616465560858733,658.0,0.3739956656085061,513.0
